service1,service2,static_distance,semantic_distance
Application Service 16,Entity Service 20,0.0,0.7702336658907649
Application Service 16,Entity Service 21,0.0,0.8172710974452432
Application Service 16,Entity Service 22,0.0,0.7317736291326088
Application Service 16,Entity Service 23,0.0,0.7339265485116582
Application Service 16,Entity Service 24,0.0,0.8127747652006689
Application Service 16,Entity Service 25,0.0,0.678232424045146
Application Service 16,Entity Service 26,0.0,0.8554437289557516
Application Service 16,Entity Service 27,0.0,0.8311658870861628
Application Service 16,Entity Service 28,0.0,0.7764500525124054
Application Service 16,Entity Service 29,0.0,0.7377284410282201
Application Service 16,Entity Service 3,0.0,0.7741805367802604
Application Service 16,Entity Service 30,0.0,0.9616345416064689
Application Service 16,Entity Service 31,0.0,0.656526426587102
Application Service 16,Entity Service 32,0.0,0.8045838671490816
Application Service 16,Entity Service 33,0.0,0.7323977959070735
Application Service 16,Entity Service 34,0.0,0.78013410297713
Application Service 16,Entity Service 35,0.0,0.5362351449110103
Application Service 16,Entity Service 4,0.0,0.7838780163098686
Application Service 16,Entity Service 5,0.0,0.8275110746013844
Application Service 16,Entity Service 6,0.0,0.8561499187606557
Application Service 16,Entity Service 7,0.0,0.7019626572000005
